JOB_ID,PLATFORM,DATE,DEPARTURE_AIRPORT,DESTINATION_AIRPORT,FLIGHT_MARKETING,FLIGHT_CODE,CABIN_CLASS,DEPARTURE_TIME,ARRIVAL_TIME,TRANSIT,TRANSIT_INFO,FLIGHT_DURATION,RATES
1,BOOKING.COM,2023-08-09,CGK,JFK,"Singapore Airlines, China Airlines","MH726, EK343, EK203",ECONOMY,04:15:00,08:50:00,2,"CGK, KUL, DXB, JFK",63H 35M,19119213.31
1,BOOKING.COM,2023-08-09,CGK,JFK,"Singapore Airlines, China Airlines","SQ963, SQ26",ECONOMY,18:05:00,11:10:00,1,"CGK, SIN, JFK",28H 05M,39056278.37
1,BOOKING.COM,2023-08-09,CGK,JFK,"Singapore Airlines, China Airlines","OZ762, OZ104, CI105, CI4, AS38",ECONOMY,21:50:00,07:00:00,4,"CGK, ICN, NRT, TPE, SFO, JFK",44H 10M,20708623.3
1,BOOKING.COM,2023-08-09,CGK,JFK,"Singapore Airlines, China Airlines","MH722, EK345, EK205",ECONOMY,18:25:00,18:55:00,2,"CGK, KUL, DXB, JFK",59H 30M,20261119.52
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","AA8152, AA8136, AA1357",ECONOMY,18:45:00,23:17:00,2,"CGK, DOH, MIA, JFK",39H 32M,29026021.18
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","KE628, KE81",ECONOMY,21:45:00,11:20:00,1,"CGK, ICN, JFK",24H 35M,45907715.58
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","AA8152, AA8139, AA2246","FIRST CLASS, BUSINESS",18:45:00,17:25:00,2,"CGK, DOH, DFW, JFK",33H 40M,33115279.88
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","AA8152, AA8139, AA2246","FIRST CLASS, BUSINESS",18:45:00,13:24:00,2,"CGK, DOH, DFW, JFK",29H 39M,36880484.11
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","QR957, QR11, QR2233",ECONOMY,01:10:00,19:50:00,2,"CGK, DOH, LHR, JFK",29H 40M,36880484.11
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","MH710, EK345, EK205",ECONOMY,11:10:00,18:55:00,2,"CGK, KUL, DXB, JFK",66H 45M,20261119.52
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","MH710, EK345, EK205",ECONOMY,18:45:00,08:50:00,1,"CGK, KUL, DXB, JFK",25H 05M,46698638.43
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","KE628, KE85",ECONOMY,21:45:00,21:00:00,1,"CGK, ICN, JFK",34H 15M,37065658.09
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","KE628, KE85",ECONOMY,09:40:00,14:25:00,2,"CGK, ICN, JFK",39H 45M,30029046.9
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","EK7763, EK355, EK201",ECONOMY,09:40:00,14:25:00,2,"CGK, SIN, DXB, JFK",39H 45M,30029046.9
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","EK7763, EK355, EK201",ECONOMY,04:15:00,22:49:00,2,"CGK, SIN, DXB, JFK",29H 34M,37698335.85
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","MH726, MH4, MH9479",ECONOMY,19:00:00,13:45:00,2,"CGK, KUL, LHR, JFK",29H 45M,37544024.21
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","VN630, VN408, OZ222",ECONOMY,13:50:00,11:05:00,2,"CGK, SGN, ICN, JFK",32H 15M,35399092.28
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","SQ951, SQ326, SQ26",ECONOMY,05:25:00,11:10:00,2,"CGK, SGN, ICN, JFK",40H 45M,29982753.4
1,BOOKING.COM,2023-08-09,CGK,JFK,"American Airlines, operated by Qatar Airways","AA8152, AA8139, AA820","FIRST CLASS, BUSINESS",18:45:00,19:29:00,2,"CGK, DOH, DFW, JFK",35H 44M,33115279.88
